Job Title,Work Type,Average Normalized Salary,AI Impact,Tasks,AI Models,AI Workload Ratio,Domain
Swim Coach,Part Time,40040.0,15%,394,1700,0.2317647058823529,Supply Chain & Logistics
System Engineer,Full Time,119099.04761904762,55%,143,1058,0.1351606805293005,Sales & Marketing
System Engineer,Other,119988.26666666666,55%,143,1058,0.1351606805293005,Sales & Marketing
Systems Analyst,Full Time,103557.96666666666,60%,168,1558,0.1078305519897304,Administrative & Clerical
Systems Analyst,Other,103655.65384615384,60%,168,1558,0.1078305519897304,Administrative & Clerical
Systems Architect,Full Time,187966.66666666666,40%,520,1914,0.2716823406478579,Administrative & Clerical
Systems Architect,Other,171600.0,40%,520,1914,0.2716823406478579,Administrative & Clerical
Systems Engineer,Full Time,140299.1046875,55%,144,1062,0.135593220338983,Hospitality
Systems Engineer,Other,121694.54545454546,55%,144,1062,0.135593220338983,Hospitality
Systems Manager,Full Time,130647.5,15%,1216,4975,0.2444221105527638,Data & IT
Tailor,Full Time,43721.600000000006,10%,289,1206,0.2396351575456053,Medical & Healthcare
Tailor,Other,67600.0,10%,289,1206,0.2396351575456053,Medical & Healthcare
Tailor,Part Time,52520.0,10%,289,1206,0.2396351575456053,Medical & Healthcare
Talent Acquisition,Full Time,123088.90526315791,50%,126,1096,0.114963503649635,Administrative & Clerical
Talent Acquisition,Other,141437.5,50%,126,1096,0.114963503649635,Administrative & Clerical
Talent Manager,Full Time,139700.0,30%,223,1733,0.1286785920369302,Hospitality
Tanker Driver,Full Time,95000.0,45%,28,185,0.1513513513513513,Supply Chain & Logistics
Tax Advisor,Full Time,130762.5,50%,112,866,0.1293302540415704,Supply Chain & Logistics
Tax Analyst,Full Time,85040.38461538461,60%,161,1162,0.1385542168674698,Law Enforcement
Tax Analyst,Other,71713.2,60%,161,1162,0.1385542168674698,Law Enforcement
Tax Attorney,Full Time,201250.0,20%,107,656,0.1631097560975609,Leadership & Strategy
Tax Consultant,Full Time,122500.0,50%,114,870,0.1310344827586207,Law Enforcement
Tax Director,Full Time,220194.44444444444,45%,542,1943,0.2789500772002058,Communication & PR
Tax Manager,Full Time,142848.36666666667,45%,186,1880,0.0989361702127659,Supply Chain & Logistics
Tax Manager,Other,99840.0,45%,186,1880,0.0989361702127659,Supply Chain & Logistics
Tax Preparer,Full Time,36597.5,80%,153,1263,0.1211401425178147,Hospitality
Tax Preparer,Other,114400.0,80%,153,1263,0.1211401425178147,Hospitality
Teacher,Full Time,62321.793254716984,15%,1083,4106,0.2637603507062835,Construction
Teacher,Other,73672.1875,15%,1083,4106,0.2637603507062835,Construction
Teacher,Part Time,58648.54000000001,15%,1083,4106,0.2637603507062835,Construction
Team Lead,Full Time,87138.07297297298,15%,1183,5129,0.2306492493663482,Sales & Marketing
Team Lead,Other,130000.0,15%,1183,5129,0.2306492493663482,Sales & Marketing
Team Lead,Part Time,35767.68,15%,1183,5129,0.2306492493663482,Sales & Marketing
Team Leader,Full Time,107576.35333333333,20%,1185,4540,0.2610132158590308,Sales & Marketing
Team Member,Full Time,38909.985,25%,407,1132,0.3595406360424028,Hospitality
Team Member,Other,31200.0,25%,407,1132,0.3595406360424028,Hospitality
Team Member,Part Time,34026.979999999996,25%,407,1132,0.3595406360424028,Hospitality
Tech Support,Full Time,51480.0,40%,636,2458,0.258746948738812,Leadership & Strategy
Tech Support,Other,44044.0,40%,636,2458,0.258746948738812,Leadership & Strategy
Technical Architect,Full Time,166904.0,20%,245,1255,0.1952191235059761,Data & IT
Technical Architect,Other,156000.0,20%,245,1255,0.1952191235059761,Data & IT
Technical Artist,Full Time,136630.0,30%,321,2409,0.1332503113325031,Supply Chain & Logistics
Technical Artist,Other,130000.0,30%,321,2409,0.1332503113325031,Supply Chain & Logistics
Technical Designer,Full Time,91666.66666666667,40%,583,2311,0.2522717438338381,Medical & Healthcare
Technical Designer,Other,71240.0,40%,583,2311,0.2522717438338381,Medical & Healthcare
Technical Director,Full Time,191323.83333333334,30%,283,2227,0.1270767849124382,Construction
Technical Engineer,Full Time,93436.0,30%,162,1327,0.1220798794272795,Construction
Technical Engineer,Other,223600.0,30%,162,1327,0.1220798794272795,Construction
Technical Lead,Full Time,177379.6,15%,1259,4828,0.2607705053852527,Administrative & Clerical
Technical Lead,Other,150100.0,15%,1259,4828,0.2607705053852527,Administrative & Clerical
Technical Product Manager,Full Time,183275.0,70%,183,1474,0.1241519674355495,Leadership & Strategy
Technical Product Manager,Other,142480.0,70%,183,1474,0.1241519674355495,Leadership & Strategy
Technical Project Manager,Full Time,114563.57142857143,80%,205,1521,0.1347797501643655,Supply Chain & Logistics
Technical Project Manager,Other,141440.0,80%,205,1521,0.1347797501643655,Supply Chain & Logistics
Technical Project Manager,Part Time,102500.0,80%,205,1521,0.1347797501643655,Supply Chain & Logistics
Technical Sales,Full Time,76250.0,22%,382,2377,0.1607067732435843,Administrative & Clerical
Technical Sales Engineer,Full Time,79166.66666666667,28%,736,2103,0.3499762244412743,Leadership & Strategy
Technical Support,Full Time,96350.4,45%,204,2014,0.1012909632571996,Supply Chain & Logistics
Technical Support,Other,105540.0,45%,204,2014,0.1012909632571996,Supply Chain & Logistics
Technical Support,Part Time,54.94,45%,204,2014,0.1012909632571996,Supply Chain & Logistics
Technical Trainer,Other,114400.0,25%,867,2423,0.3578208832026413,Construction
Technical Writer,Full Time,102271.17647058824,40%,715,2803,0.2550838387442026,Hospitality
Technical Writer,Other,95993.73333333334,40%,715,2803,0.2550838387442026,Hospitality
Technician,Full Time,723624.6915106382,5%,825,3256,0.2533783783783784,Supply Chain & Logistics
Technician,Other,60476.77073170732,5%,825,3256,0.2533783783783784,Supply Chain & Logistics
Technician,Part Time,60010.75,5%,825,3256,0.2533783783783784,Supply Chain & Logistics
Technologist,Full Time,65180.50859375,20%,141,1182,0.1192893401015228,Sales & Marketing
Technologist,Other,129787.54285714286,20%,141,1182,0.1192893401015228,Sales & Marketing
Technologist,Part Time,105536.0,20%,141,1182,0.1192893401015228,Sales & Marketing
Technology,Full Time,149302.26666666666,65%,160,1099,0.1455868971792538,Communication & PR
Technology,Other,107369.05172413793,65%,160,1099,0.1455868971792538,Communication & PR
Technology,Part Time,117992.66666666667,65%,160,1099,0.1455868971792538,Communication & PR
Technology Project Manager,Full Time,107583.33333333333,75%,175,1443,0.1212751212751212,Medical & Healthcare
Technology Project Manager,Other,135408.0,75%,175,1443,0.1212751212751212,Medical & Healthcare
Telecom Sales,Other,124800.0,35%,257,1909,0.1346254583551597,Administrative & Clerical
Telecom Technician,Full Time,84281.6,35%,637,1938,0.3286893704850361,Construction
Telecom Technician,Other,52000.0,35%,637,1938,0.3286893704850361,Construction
Telecommunications,Full Time,130870.625,30%,252,1697,0.1484973482616381,Medical & Healthcare
Telesales Representative,Full Time,69280.0,75%,145,1049,0.1382268827454718,Hospitality
Telesales Representative,Other,74880.0,75%,145,1049,0.1382268827454718,Hospitality
Teller,Full Time,40070.5,30%,154,1031,0.1493695441319107,Leadership & Strategy
Teller,Part Time,44072.85161290322,30%,154,1031,0.1493695441319107,Leadership & Strategy
Test Engineer,Full Time,107605.98333333334,50%,130,986,0.1318458417849898,Leadership & Strategy
Test Engineer,Other,333389.7043478261,50%,130,986,0.1318458417849898,Leadership & Strategy
Test Engineer,Part Time,123800.0,50%,130,986,0.1318458417849898,Leadership & Strategy
Test Pilot,Full Time,151500.0,20%,119,1072,0.1110074626865671,Administrative & Clerical
Test Technician,Full Time,59985.1125,30%,152,1273,0.1194029850746268,Administrative & Clerical
Test Technician,Other,56030.0,30%,152,1273,0.1194029850746268,Administrative & Clerical
Tester,Full Time,85745.70625,50%,134,1008,0.1329365079365079,Medical & Healthcare
Tester,Other,88015.84,50%,134,1008,0.1329365079365079,Medical & Healthcare
Theater Manager,Full Time,39520.0,40%,472,1739,0.2714203565267395,Administrative & Clerical
Therapist,Full Time,88415.41356353591,90%,114,983,0.1159715157680569,Law Enforcement
Therapist,Other,135564.575,90%,114,983,0.1159715157680569,Law Enforcement
Therapist,Part Time,99266.9403164557,90%,114,983,0.1159715157680569,Law Enforcement
Timekeeper,Full Time,48880.0,60%,97,843,0.1150652431791221,Hospitality
Tire Technician,Full Time,34320.0,25%,212,799,0.2653316645807259,Hospitality
Title Clerk,Full Time,53920.0,65%,107,704,0.1519886363636363,Supply Chain & Logistics
Title Examiner,Full Time,61648.0,50%,124,938,0.1321961620469083,Law Enforcement
Tooling Engineer,Full Time,70000.0,30%,170,1375,0.1236363636363636,Sales & Marketing
Toolmaker,Full Time,82170.4,25%,213,794,0.2682619647355164,Data & IT
Trader,Full Time,191874.93333333335,60%,161,1479,0.1088573360378634,Sales & Marketing
Tradesman,Full Time,66170.0,20%,139,1158,0.120034542314335,Supply Chain & Logistics
Traffic Manager,Full Time,81639.75,35%,281,2146,0.1309412861136999,Leadership & Strategy
Trailer Mechanic,Full Time,60165.3,30%,67,450,0.1488888888888888,Administrative & Clerical
Trailer Mechanic,Part Time,63388.0,30%,67,450,0.1488888888888888,Administrative & Clerical
Trainee,Full Time,55880.38861904762,20%,180,1399,0.128663330950679,Medical & Healthcare
Trainee,Part Time,16.34,20%,180,1399,0.128663330950679,Medical & Healthcare
Trainer,Full Time,84640.75,25%,774,1971,0.3926940639269406,Law Enforcement
Trainer,Other,77053.5,25%,774,1971,0.3926940639269406,Law Enforcement
Trainer,Part Time,60580.0,25%,774,1971,0.3926940639269406,Law Enforcement
Training Coordinator,Full Time,53583.75,40%,676,2242,0.3015165031222123,Law Enforcement
Training Manager,Full Time,119913.42307692308,45%,238,2083,0.114258281325012,Leadership & Strategy
Training Officer,Full Time,73310.0,20%,221,1598,0.1382978723404255,Communication & PR
Transcriber,Part Time,69804.8,85%,205,1359,0.1508462104488594,Data & IT
Transcriptionist,Full Time,41121.315,45%,187,1764,0.1060090702947845,Construction
Transmission Engineer,Full Time,113000.0,20%,143,1191,0.1200671704450042,Hospitality
Transplant Coordinator,Full Time,134336.8,30%,202,1438,0.1404728789986092,Administrative & Clerical
Transportation Coordinator,Full Time,56160.0,30%,202,1350,0.1496296296296296,Sales & Marketing
Transportation Dispatcher,Full Time,51187.5,40%,719,2282,0.3150744960560911,Leadership & Strategy
Transportation Engineer,Full Time,112279.8125,20%,182,1382,0.1316931982633864,Supply Chain & Logistics
Transportation Manager,Full Time,83245.16666666667,35%,278,1819,0.1528312259483232,Medical & Healthcare
Transportation Manager,Other,96720.0,35%,278,1819,0.1528312259483232,Medical & Healthcare
Transportation Planner,Full Time,102970.0,25%,188,1413,0.1330502476999292,Medical & Healthcare
Transportation Supervisor,Full Time,72500.0,25%,179,1419,0.1261451726568005,Medical & Healthcare
Transporter,Full Time,33914.4,20%,613,2475,0.2476767676767677,Administrative & Clerical
Travel Agent,Full Time,37020.5,40%,575,2145,0.2680652680652681,Sales & Marketing
Travel Agent,Part Time,40000.5,40%,575,2145,0.2680652680652681,Sales & Marketing
Travel Coordinator,Other,49920.0,30%,241,1611,0.1495965238981998,Law Enforcement
Travel Nurse,Full Time,33474.0,50%,29,198,0.1464646464646464,Leadership & Strategy
Travel Nurse,Other,24173.6,50%,29,198,0.1464646464646464,Leadership & Strategy
Travel Nurse,Part Time,60840.0,50%,29,198,0.1464646464646464,Leadership & Strategy
Treasury Accountant,Full Time,55000.0,60%,183,1563,0.1170825335892514,Hospitality
Treasury Manager,Full Time,132080.0,35%,704,2184,0.3223443223443223,Law Enforcement
Trial Attorney,Full Time,180645.83333333334,25%,377,1152,0.3272569444444444,Law Enforcement
Truck Driver,Full Time,65749.10344827586,45%,29,189,0.1534391534391534,Law Enforcement
Truck Driver,Other,90000.0,45%,29,189,0.1534391534391534,Law Enforcement
Truck Driver,Part Time,38920.32,45%,29,189,0.1534391534391534,Law Enforcement
Truss Designer,Full Time,75833.33333333333,60%,160,1521,0.1051939513477975,Administrative & Clerical
Trust Officer,Full Time,143200.0,25%,426,1258,0.3386327503974563,Construction
Tutor,Full Time,147333.33333333334,5%,1033,4369,0.236438544289311,Data & IT
Tutor,Part Time,57605.6,5%,1033,4369,0.236438544289311,Data & IT
Ultrasonographer,Full Time,84999.19999999998,65%,59,438,0.1347031963470319,Leadership & Strategy
Ultrasound Technician,Full Time,130839.8,70%,76,566,0.1342756183745583,Leadership & Strategy
Ultrasound Technician,Other,131040.0,70%,76,566,0.1342756183745583,Leadership & Strategy
Ultrasound Technologist,Full Time,80211.73333333334,70%,76,566,0.1342756183745583,Medical & Healthcare
Ultrasound Technologist,Other,147680.0,70%,76,566,0.1342756183745583,Medical & Healthcare
Ultrasound Technologist,Part Time,113086.13333333335,70%,76,566,0.1342756183745583,Medical & Healthcare
Underwriter,Full Time,115766.61764705883,40%,706,2654,0.2660135644310474,Construction
Underwriting Manager,Full Time,167650.0,30%,252,1618,0.1557478368355995,Supply Chain & Logistics
Unit Coordinator,Full Time,38251.2,40%,564,1968,0.2865853658536585,Data & IT
Unit Coordinator,Part Time,51074.4,40%,564,1968,0.2865853658536585,Data & IT
Unit Manager,Full Time,46579.166666666664,22%,182,1386,0.1313131313131313,Administrative & Clerical
Unit Secretary,Full Time,36004.799999999996,60%,96,834,0.1151079136690647,Data & IT
Unit Secretary,Part Time,51760.8,60%,96,834,0.1151079136690647,Data & IT
Universal Banker,Full Time,47770.933333333334,20%,189,1446,0.1307053941908713,Medical & Healthcare
Universal Banker,Part Time,52218.4,20%,189,1446,0.1307053941908713,Medical & Healthcare
Unloader,Full Time,41582.666666666664,40%,278,1128,0.2464539007092198,Law Enforcement
Upholsterer,Full Time,48360.0,35%,325,1265,0.2569169960474308,Sales & Marketing
Urologist,Full Time,575000.0,12%,420,1618,0.2595797280593325,Administrative & Clerical
User Interface Designer,Full Time,155500.0,40%,686,2633,0.2605393087732624,Administrative & Clerical
Utility Locator,Full Time,39000.0,15%,271,995,0.2723618090452261,Construction
Utility Worker,Full Time,53634.975,25%,235,840,0.2797619047619047,Administrative & Clerical
Utility Worker,Other,32760.0,25%,235,840,0.2797619047619047,Administrative & Clerical
Utilization Review Nurse,Other,101400.0,15%,768,3134,0.2450542437779196,Administrative & Clerical
Vaccinator,Part Time,65520.0,25%,163,543,0.3001841620626151,Leadership & Strategy
Valet,Full Time,35100.0,30%,65,557,0.1166965888689407,Communication & PR
Valet,Part Time,35459.840000000004,30%,65,557,0.1166965888689407,Communication & PR
Validation Engineer,Full Time,98084.5,30%,94,683,0.1376281112737921,Hospitality
Validation Engineer,Other,120225.27714285713,30%,94,683,0.1376281112737921,Hospitality
Validation Manager,Full Time,129500.0,22%,174,1326,0.1312217194570135,Leadership & Strategy
Vendor,Full Time,15080.0,15%,950,4426,0.2146407591504744,Sales & Marketing
Vendor Manager,Full Time,112958.33333333333,20%,209,1480,0.1412162162162162,Law Enforcement
Vendor Manager,Other,62.5,20%,209,1480,0.1412162162162162,Law Enforcement
Verification Engineer,Full Time,158037.5,36%,506,1628,0.3108108108108108,Hospitality
Verification Engineer,Other,139360.0,36%,506,1628,0.3108108108108108,Hospitality
Veterinarian,Full Time,149896.9777777778,5%,397,1594,0.2490589711417817,Construction
Veterinarian,Other,268320.0,5%,397,1594,0.2490589711417817,Construction
Veterinarian,Part Time,280800.0,5%,397,1594,0.2490589711417817,Construction
Veterinary,Full Time,49140.0,5%,388,1600,0.2425,Sales & Marketing
Veterinary,Part Time,39884.0,5%,388,1600,0.2425,Sales & Marketing
Veterinary Technician,Full Time,52122.76666666666,20%,141,1168,0.1207191780821917,Communication & PR
Veterinary Technician,Part Time,45240.0,20%,141,1168,0.1207191780821917,Communication & PR
Video Editor,Full Time,87570.0,30%,282,2061,0.1368267831149927,Sales & Marketing
Video Editor,Other,91520.0,30%,282,2061,0.1368267831149927,Sales & Marketing
Video Editor,Part Time,41600.0,30%,282,2061,0.1368267831149927,Sales & Marketing
Video Engineer,Full Time,135000.0,25%,711,2095,0.3393794749403341,Medical & Healthcare
Video Producer,Full Time,66375.0,25%,945,2922,0.3234086242299794,Leadership & Strategy
Video Production,Full Time,81500.0,25%,902,2865,0.3148342059336824,Sales & Marketing
Videographer,Other,41600.0,20%,240,1957,0.1226366888094021,Data & IT
Visual Designer,Full Time,105000.0,45%,182,1753,0.1038220193953223,Leadership & Strategy
Visual Designer,Other,114226.66666666667,45%,182,1753,0.1038220193953223,Leadership & Strategy
Visual Manager,Full Time,86500.0,20%,206,1421,0.1449683321604503,Administrative & Clerical
Visual Merchandiser,Full Time,49920.0,30%,210,1773,0.1184433164128595,Leadership & Strategy
